Employee_ID,Gender,Education_Level,Relationship_Status,Hometown,Unit,Decision_skill_possess,Time_since_promotion,growth_rate,Travel_Rate,Post_Level,Compensation_and_Benefits,VAR1,VAR2,VAR3,VAR5,VAR6,VAR7,Attrition_rate
EID_6447,0,5,1,1,0,2,1,52,0,3,3,3,6447,0.7075,1,8,4,0.1883
EID_6029,0,3,0,1,10,1,2,46,0,2,3,2,6029,-0.4537,4,7,3,0.255
EID_3599,1,5,1,3,3,3,4,63,1,2,2,3,3599,-0.4537,2,7,3,0.472
EID_19544,0,3,0,1,2,3,4,51,0,2,2,4,19544,-0.4537,5,7,3,0.1183
EID_20295,0,2,1,2,7,1,1,72,1,2,3,4,20295,0.7075,4,8,4,0.0026
EID_1407,0,3,1,1,2,1,2,29,0,4,2,3,1407,1.8688,3,7,3,0.1475
EID_10356,0,3,0,4,3,3,4,61,1,5,3,3,10356,-2.7762,3,8,4,0.1746
EID_15605,0,1,0,3,4,1,2,43,1,1,2,2,15605,-1.615,4,7,3,0.1136
EID_12596,0,2,0,2,2,2,4,32,0,3,2,3,12596,0.7075,4,8,4,0.0386
EID_9223,1,3,0,0,11,3,2,69,1,3,2,3,9223,0.7075,3,6,3,0.4098
EID_14535,0,3,1,1,9,1,3,58,1,3,2,3,14535,1.8688,2,8,3,0.0059
EID_11100,1,4,1,1,5,3,3,40,0,5,3,3,11100,1.8688,3,7,5,0.08900000000000001
EID_8725,0,1,0,2,1,0,1,72,0,3,3,4,8725,-0.4537,4,6,5,0.2695
EID_3760,0,5,1,3,2,1,2,59,2,3,2,3,3760,-0.4537,3,8,4,0.1526
EID_15394,1,2,0,0,10,2,2,38,1,2,2,3,15394,0.7075,3,8,3,0.4841
EID_5940,1,4,0,4,10,2,2,39,1,4,2,3,5940,-0.4537,2,8,4,0.0578
EID_9901,0,5,0,4,1,3,3,50,0,3,2,3,9901,-1.615,3,8,3,0.0634
EID_24964,0,5,0,3,7,1,3,70,0,5,2,3,24964,0.7075,3,7,2,0.1431
EID_17650,0,3,0,3,0,2,3,24,1,1,2,5,17650,0.7075,4,8,3,0.4611
EID_18900,0,3,1,3,10,1,1,23,1,3,2,3,18900,0.7075,3,8,3,0.284
EID_9678,0,4,0,1,8,0,3,57,1,3,2,3,9678,1.8688,4,8,3,0.1482
EID_3086,0,4,0,4,3,2,4,33,1,4,3,1,3086,0.7075,3,6,5,0.1993
EID_23579,1,1,0,2,2,0,2,34,2,1,2,3,23579,-0.4537,2,8,2,0.1031
EID_19048,0,3,0,2,3,1,1,67,2,2,2,4,19048,-0.4537,3,8,3,0.2388
EID_8061,0,3,1,0,2,3,2,20,1,1,2,4,8061,-0.4537,1,5,3,0.6453
EID_25550,0,3,0,1,8,2,1,67,1,1,4,3,25550,-1.615,3,8,3,0.1186
EID_3988,0,3,0,1,6,0,2,33,1,2,2,3,3988,-0.4537,4,7,3,0.2676
EID_10192,1,4,0,3,2,0,1,28,0,4,2,1,10192,-0.4537,4,6,5,0.094
EID_10455,1,3,0,3,3,2,3,66,1,3,2,3,10455,-0.4537,1,7,2,0.0363
EID_23317,1,5,0,1,6,2,1,61,1,2,3,1,23317,-0.4537,2,5,5,0.035
EID_22742,0,4,0,2,1,0,4,27,1,3,2,4,22742,-0.4537,2,5,3,0.0163
EID_13743,0,4,0,4,2,1,4,49,1,2,2,3,13743,0.7075,3,8,3,0.1629
EID_10641,0,3,1,3,10,2,2,59,2,3,3,2,10641,0.7075,2,8,5,0.058
EID_13346,0,3,0,3,10,3,3,55,2,5,3,3,13346,0.7075,1,5,3,0.1529
EID_13859,1,4,0,2,5,1,2,36,0,3,2,4,13859,0.7075,3,5,3,0.1309
EID_8054,0,3,0,2,2,3,1,50,2,3,2,3,8054,1.8688,3,7,4,0.1956
EID_18204,0,3,0,2,2,3,4,60,1,2,3,3,18204,0.7075,2,7,5,0.0344
EID_14719,0,1,0,2,8,3,4,68,0,4,3,3,14719,-0.4537,2,8,5,0.2396
EID_24682,0,3,0,3,9,3,4,38,1,5,2,4,24682,-0.4537,2,6,2,0.1938
EID_22403,0,3,0,1,4,0,3,62,1,2,0,3,22403,-0.4537,2,7,3,0.1589
EID_19175,1,3,1,3,5,1,2,33,2,3,3,3,19175,-0.4537,4,8,4,0.1826
EID_15176,0,2,1,0,5,2,2,73,1,4,3,4,15176,-0.4537,3,5,4,0.7367
EID_3097,0,4,1,1,5,0,4,65,1,3,2,3,3097,-0.4537,2,8,4,0.1293
EID_20280,0,3,0,2,7,3,2,56,2,5,2,3,20280,1.8688,4,6,4,0.1212
EID_13813,1,5,1,3,5,2,3,49,0,4,2,2,13813,-0.4537,4,5,5,0.6957
EID_21157,0,3,1,1,2,2,1,63,0,3,3,3,21157,1.8688,2,6,5,0.2334
EID_11835,1,2,0,2,2,0,4,57,0,2,2,3,11835,0.7075,3,6,3,0.0151
EID_17005,1,3,1,3,9,1,1,29,2,4,3,3,17005,1.8688,3,8,3,0.0213
EID_7977,0,4,0,4,3,0,4,49,1,3,2,4,7977,-1.615,3,7,4,0.2573
EID_17036,1,2,0,1,5,3,3,47,0,1,4,3,17036,0.7075,4,6,3,0.2365
EID_7749,0,3,0,4,1,3,4,63,1,3,2,4,7749,0.7075,4,8,3,0.2514
EID_25230,0,3,1,3,2,2,3,72,1,2,2,2,25230,0.7075,1,7,2,0.1657
EID_15836,0,2,0,1,2,1,3,33,0,3,2,3,15836,0.7075,4,9,4,0.4422
EID_23470,0,3,1,2,6,1,1,53,1,3,3,3,23470,0.7075,2,9,5,0.235
EID_20659,1,5,0,4,3,0,4,57,1,5,2,3,20659,-1.615,4,5,3,0.004
EID_7105,0,4,0,4,2,2,2,60,1,1,2,4,7105,-0.4537,3,5,3,0.5882
EID_2018,0,3,0,1,0,3,1,55,0,2,2,3,2018,0.7075,4,7,3,0.2572
EID_5298,0,5,0,3,0,3,3,69,1,2,2,3,5298,0.7075,4,7,3,0.0012
EID_15209,0,4,0,0,9,3,3,62,0,2,2,4,15209,-0.4537,4,7,3,0.0226
EID_9963,0,3,0,1,5,1,1,55,0,3,2,3,9963,-0.4537,2,7,3,0.1409
EID_9899,1,3,1,3,5,2,4,61,1,1,3,3,9899,0.7075,2,8,3,0.14
EID_12670,0,5,0,4,5,2,3,46,2,1,2,3,12670,1.8688,2,5,4,0.1046
EID_17086,0,3,1,3,1,2,3,68,0,3,1,3,17086,-0.4537,3,5,3,0.0385
EID_25656,1,3,0,2,10,3,1,48,0,3,0,3,25656,-2.7762,2,8,2,0.7559
EID_3365,0,3,0,2,5,3,2,64,1,3,2,3,3365,-0.4537,3,5,3,0.0195
EID_7712,0,4,1,1,1,0,2,36,1,1,2,3,7712,-0.4537,3,7,3,0.2702
EID_7719,0,4,0,1,10,2,4,65,1,1,3,3,7719,-0.4537,2,6,3,0.1402
EID_6127,0,3,0,3,10,0,2,33,1,3,2,5,6127,0.7075,3,7,3,0.1892
EID_18401,0,3,1,3,7,3,1,37,0,2,3,3,18401,1.8688,2,7,3,0.5122
EID_25481,0,3,0,2,7,1,1,65,1,1,3,3,25481,-0.4537,3,8,4,0.097
EID_12032,1,5,1,1,9,0,3,59,0,4,2,3,12032,0.7075,3,9,3,0.0269
EID_22955,0,4,1,1,3,2,1,70,1,5,2,3,22955,0.7075,4,8,3,0.1776
EID_5236,0,4,1,1,7,1,2,73,1,2,2,4,5236,-0.4537,2,7,3,0.0242
EID_8370,1,4,0,2,5,1,2,53,1,2,2,3,8370,0.7075,4,8,3,0.2974
EID_19645,0,5,0,2,10,2,1,22,1,2,2,4,19645,-0.4537,4,7,3,0.1512
EID_21172,0,4,0,0,11,0,0,42,1,2,2,2,21172,1.8688,3,8,3,0.1638
EID_24057,0,3,0,3,2,1,3,21,1,3,3,3,24057,-0.4537,3,6,3,0.0726
EID_25188,0,3,1,3,9,0,4,69,1,3,2,4,25188,-0.4537,2,7,2,0.0211
EID_13260,1,4,0,2,5,0,3,40,0,1,2,3,13260,-0.4537,3,7,2,0.1772
EID_17912,1,4,1,2,2,0,1,47,0,2,2,4,17912,-0.4537,3,8,2,0.7234
EID_21820,0,3,0,2,1,0,3,73,0,2,1,3,21820,0.7075,3,8,3,0.0518
EID_4585,1,3,0,2,2,3,3,59,1,4,2,3,4585,-0.4537,4,8,3,0.0671
EID_13467,0,2,0,0,1,3,2,37,1,3,2,4,13467,-0.4537,3,8,3,0.1462
EID_11537,1,2,1,2,5,0,2,24,1,5,2,3,11537,-2.7762,4,6,3,0.083
EID_5324,1,2,0,1,5,3,3,31,2,3,3,1,5324,-0.4537,3,7,2,0.7402
EID_13167,1,4,1,4,0,0,2,69,1,3,3,1,13167,-0.4537,3,6,5,0.1732
EID_2319,1,3,0,1,2,2,1,35,0,3,2,3,2319,-0.4537,4,8,3,0.2795
EID_20573,0,3,0,1,0,3,2,48,1,2,2,5,20573,-0.4537,3,8,5,0.1588
EID_7146,1,2,0,3,10,3,1,55,0,5,3,5,7146,-0.4537,3,7,3,0.9696
EID_18431,1,3,0,0,2,1,1,40,1,4,4,3,18431,-0.4537,3,8,5,0.1887
EID_24231,0,4,0,2,9,1,3,30,1,2,2,3,24231,-0.4537,3,5,4,0.0508
EID_14926,0,3,0,1,10,1,1,58,2,1,2,4,14926,0.7075,4,6,2,0.1657
EID_4939,1,3,0,3,3,2,2,39,0,3,2,4,4939,-0.4537,2,8,4,0.0482
EID_20915,0,4,0,2,4,1,0,44,0,4,2,4,20915,0.7075,2,5,3,0.001
EID_5175,1,3,1,2,3,2,1,74,1,2,2,5,5175,-0.4537,3,5,4,0.0242
EID_2999,0,3,0,4,10,2,4,35,0,3,3,3,2999,-0.4537,4,8,3,0.1162
EID_13927,0,4,0,1,1,2,2,55,1,5,4,3,13927,0.7075,3,8,3,0.2907
EID_18769,1,4,0,3,9,3,0,68,1,3,2,3,18769,0.7075,3,6,3,0.0505
EID_5650,0,5,1,4,4,3,3,58,2,4,2,4,5650,-1.615,3,6,3,0.1175
EID_24796,1,3,1,3,7,1,2,32,0,3,2,4,24796,1.8688,3,6,3,0.07400000000000001
EID_15313,1,1,1,1,5,2,2,39,2,1,3,1,15313,-0.4537,4,9,4,0.4052
EID_3369,0,4,1,2,9,2,4,34,0,2,4,3,3369,-0.4537,3,5,3,0.2223
EID_17673,1,3,1,2,2,2,1,48,1,3,2,3,17673,-0.4537,1,7,2,0.1663
EID_19132,0,3,0,4,4,2,0,37,0,3,2,3,19132,0.7075,4,7,3,0.0617
EID_1885,1,4,0,4,10,0,1,59,2,2,3,3,1885,0.7075,4,6,3,0.1744
EID_23947,0,4,1,1,3,2,3,53,0,3,3,2,23947,-0.4537,3,5,3,0.0834
EID_11058,0,3,0,1,6,1,4,21,0,1,2,3,11058,-0.4537,3,6,3,0.0579
EID_19577,1,4,1,2,3,2,3,66,2,4,2,3,19577,0.7075,2,9,3,0.2229
EID_6451,1,2,1,1,2,0,4,70,1,2,2,3,6451,-0.4537,3,8,5,0.2345
EID_20683,0,4,0,4,3,2,0,45,0,3,3,3,20683,-0.4537,2,8,3,0.1622
EID_21247,0,4,0,2,2,1,1,67,0,4,3,3,21247,0.7075,3,5,3,0.0785
EID_22342,1,1,0,2,2,1,0,20,1,3,2,3,22342,-0.4537,4,8,2,0.2276
EID_3199,1,4,1,2,7,0,2,69,0,4,2,3,3199,-0.4537,3,8,4,0.024
EID_2190,0,3,1,2,9,0,2,66,1,1,2,4,2190,-0.4537,4,6,1,0.2394
EID_20463,0,3,1,2,1,2,0,20,1,3,2,5,20463,-0.4537,4,8,3,0.1863
EID_15827,0,1,0,1,1,0,3,65,0,3,2,3,15827,-0.4537,2,8,3,0.0553
EID_13845,1,4,0,2,5,0,2,32,2,4,4,3,13845,-0.4537,3,5,4,0.2109
EID_11279,0,5,0,2,7,3,2,72,0,4,2,4,11279,-0.4537,2,5,3,0.0949
EID_19555,0,4,0,1,10,2,0,65,1,3,3,3,19555,0.7075,2,5,3,0.8190000000000001
EID_15317,1,3,1,2,0,1,3,27,1,3,2,4,15317,-0.4537,3,6,3,0.1176
EID_25009,0,3,0,4,6,0,4,61,0,1,3,3,25009,0.7075,1,7,1,0.9391
EID_14154,1,3,0,2,7,1,3,52,1,3,3,3,14154,-0.4537,2,5,3,0.1092
EID_3939,0,4,0,2,7,2,1,53,2,3,2,3,3939,0.7075,4,8,3,0.1715
EID_2433,1,5,0,1,3,2,3,24,2,4,1,3,2433,-0.4537,3,7,3,0.1213
EID_10050,1,3,1,2,0,0,4,58,0,4,2,3,10050,-0.4537,3,6,3,0.1623
EID_9537,0,3,0,2,2,3,3,41,1,2,0,1,9537,-0.4537,3,9,4,0.1108
EID_18349,0,3,0,0,5,3,2,53,1,3,0,3,18349,-0.4537,3,6,1,0.0932
EID_4223,0,1,0,1,3,3,3,25,0,2,3,5,4223,1.8688,3,8,3,0.0069
EID_12799,1,4,0,3,3,1,4,63,1,2,2,3,12799,0.7075,3,8,5,0.1015
EID_7863,1,1,1,1,0,0,4,24,2,4,2,3,7863,0.7075,2,8,5,0.1001
EID_8070,1,3,0,3,3,3,1,57,1,2,2,3,8070,-0.4537,5,7,3,0.0543
EID_23873,0,1,1,1,9,2,1,35,1,2,2,4,23873,-0.4537,2,7,3,0.5428
EID_11315,0,3,0,1,3,2,1,72,1,3,3,3,11315,0.7075,2,8,3,0.0836
EID_5524,0,3,0,3,5,0,4,71,1,2,0,3,5524,0.7075,2,8,3,0.085
EID_22556,0,3,0,0,6,3,1,62,0,2,3,3,22556,-0.4537,4,8,1,0.0108
EID_13380,1,4,1,2,7,2,3,67,1,4,3,3,13380,1.8688,2,5,4,0.8835
EID_2730,1,3,1,2,5,3,1,38,1,3,3,2,2730,-0.4537,2,7,3,0.0091
EID_18479,0,5,0,3,5,2,1,68,0,1,3,3,18479,1.8688,3,7,4,0.0942
EID_3312,0,4,0,4,8,2,1,66,1,3,3,4,3312,0.7075,3,8,3,0.2214
EID_20495,0,4,0,3,3,1,1,28,1,5,3,3,20495,1.8688,4,7,4,0.0019
EID_20740,0,3,0,1,0,0,3,69,0,3,2,4,20740,-0.4537,5,7,3,0.1718
EID_9515,0,3,0,0,4,0,3,60,1,3,3,3,9515,0.7075,3,7,3,0.251
EID_18232,1,3,1,4,2,3,3,45,2,4,3,4,18232,-0.4537,2,7,3,0.1543
EID_9057,0,5,1,4,0,3,2,30,1,3,3,5,9057,0.7075,3,8,1,0.1583
EID_12208,1,4,0,1,10,3,1,58,1,2,4,3,12208,0.7075,2,7,3,0.093
EID_11699,1,2,0,4,10,0,4,49,0,2,2,4,11699,-0.4537,1,7,5,0.1589
EID_21589,1,3,0,2,3,2,4,41,0,3,2,3,21589,-0.4537,3,5,3,0.0756
EID_22793,0,5,0,2,3,3,1,33,1,1,3,3,22793,1.8688,2,8,3,0.1525
EID_22506,1,3,0,4,7,2,4,68,0,3,3,4,22506,0.7075,4,8,4,0.8769
EID_17738,0,3,0,2,3,1,1,68,1,1,3,3,17738,0.7075,4,8,3,0.2293
EID_4136,0,4,1,4,3,1,2,51,0,3,3,4,4136,-2.7762,2,7,3,0.0478
EID_6441,0,2,0,1,4,0,2,25,2,3,2,3,6441,-0.4537,1,8,4,0.0544
EID_17581,0,4,0,0,10,3,1,30,1,2,1,3,17581,0.7075,4,8,3,0.6302
EID_6377,1,4,0,2,10,3,4,72,0,4,2,3,6377,-0.4537,3,7,4,0.1347
EID_17513,0,3,0,1,0,3,3,46,1,4,3,4,17513,-0.4537,3,8,4,0.0
EID_13386,1,3,0,3,4,2,3,37,1,2,2,3,13386,-1.615,2,5,2,0.0777
EID_2315,1,3,0,1,2,0,4,26,1,2,3,2,2315,-0.4537,3,5,1,0.0223
EID_4127,1,4,0,4,10,1,3,48,0,5,2,2,4127,-0.4537,3,8,3,0.1191
EID_10313,1,2,0,2,7,2,1,36,0,3,3,3,10313,0.7075,2,8,3,0.0559
EID_9296,0,5,1,1,3,2,3,29,0,3,2,3,9296,0.7075,2,6,5,0.1962
EID_21825,0,3,0,2,10,1,1,63,2,4,3,1,21825,0.7075,3,9,3,0.9299
EID_22597,1,4,0,3,2,3,0,50,2,5,3,2,22597,-0.4537,3,8,2,0.1306
EID_10788,1,3,1,3,7,1,3,50,1,1,2,3,10788,-0.4537,3,8,3,0.1038
EID_23087,0,3,1,4,9,1,4,74,1,5,3,3,23087,-0.4537,3,9,4,0.1045
EID_23165,0,2,0,3,3,0,2,58,0,1,2,4,23165,1.8688,3,5,4,0.1152
EID_9919,0,4,0,0,3,1,1,43,1,2,3,4,9919,-0.4537,4,8,3,0.0433
EID_22154,1,5,1,1,3,0,3,35,1,2,3,3,22154,1.8688,3,7,1,0.2683
EID_19386,0,3,0,2,1,2,1,65,1,2,2,3,19386,-0.4537,3,8,3,0.1006
EID_5061,0,5,1,2,9,2,1,31,0,5,3,3,5061,-0.4537,1,8,3,0.1965
EID_13095,0,3,0,2,3,0,4,33,1,3,2,3,13095,-0.4537,3,8,4,0.001
EID_13043,1,3,0,1,0,2,1,35,0,2,2,3,13043,1.8688,3,7,3,0.2568
EID_6590,0,3,1,2,2,2,4,37,1,3,4,3,6590,-0.4537,2,5,4,0.042
EID_21415,1,3,0,0,3,0,1,37,1,3,2,3,21415,-0.4537,3,8,3,0.1353
EID_12841,0,4,1,1,5,1,1,60,2,2,2,4,12841,-1.615,3,9,3,0.0089
EID_15288,0,3,1,0,9,3,4,71,2,2,3,3,15288,-2.7762,4,7,3,0.0155
EID_4626,0,3,1,4,10,3,2,69,0,2,3,3,4626,-0.4537,4,7,5,0.3777
EID_25777,0,3,0,1,0,0,4,44,0,3,2,3,25777,-0.4537,4,8,3,0.1908
EID_24936,0,1,1,0,6,0,4,48,1,1,2,4,24936,1.8688,3,6,3,0.0098
EID_19699,1,4,1,4,6,3,3,42,1,2,2,3,19699,-0.4537,1,8,3,0.2679
EID_15357,0,4,0,3,1,2,2,73,0,3,2,4,15357,1.8688,4,8,3,0.0902
EID_14089,1,5,0,2,10,3,1,30,2,4,2,2,14089,-0.4537,4,8,3,0.175
EID_7659,1,2,0,3,3,1,2,59,0,3,2,3,7659,-0.4537,3,5,3,0.022
EID_1946,0,4,0,3,10,2,2,67,1,2,3,4,1946,-0.4537,2,8,3,0.0171
EID_7285,0,1,0,3,0,1,1,49,0,3,2,3,7285,0.7075,2,7,5,0.0664
EID_13042,0,4,1,2,10,0,1,66,1,5,3,2,13042,-0.4537,4,8,3,0.1919
EID_21145,0,2,0,3,3,0,1,46,1,1,2,2,21145,-0.4537,4,8,4,0.1496
EID_13198,0,5,0,4,7,1,3,42,1,3,3,3,13198,-0.4537,3,7,4,0.0335
EID_1893,0,4,1,1,10,3,1,53,0,3,2,3,1893,0.7075,3,7,3,0.1161
EID_19873,0,5,1,4,11,0,2,29,0,2,3,3,19873,0.7075,2,9,3,0.0661
EID_13727,0,3,0,0,3,2,2,31,1,3,2,3,13727,0.7075,3,7,3,0.0461
EID_17310,0,3,0,3,3,2,1,71,1,2,2,3,17310,1.8688,3,7,4,0.0312
EID_22051,0,4,0,2,3,1,2,29,1,2,4,3,22051,0.7075,4,9,4,0.1411
EID_20470,1,4,1,2,10,3,3,68,0,2,3,2,20470,-0.4537,4,8,2,0.6940000000000001
EID_2047,1,1,0,4,1,1,3,54,1,3,2,4,2047,0.7075,1,6,4,0.0774
EID_9169,1,3,1,4,7,0,3,23,1,3,3,4,9169,1.8688,4,6,3,0.0379
EID_8839,1,3,0,3,0,1,1,34,0,4,2,5,8839,-0.4537,5,8,5,0.1514
EID_12894,0,4,0,3,10,2,1,51,0,1,2,2,12894,-0.4537,2,7,2,0.1247
EID_24042,1,5,0,1,6,2,1,51,1,3,4,4,24042,-0.4537,2,7,3,0.0032
EID_10954,0,3,0,2,0,1,1,41,0,3,3,3,10954,-0.4537,3,8,4,0.1995
EID_16591,1,5,0,1,5,0,2,25,1,3,2,3,16591,0.7075,3,5,3,0.7602
EID_12456,0,4,1,1,2,2,3,60,0,3,3,3,12456,-0.4537,3,7,4,0.2289
EID_14469,0,2,0,0,3,3,3,49,2,3,2,3,14469,0.7075,4,8,3,0.3863
EID_5370,0,3,0,1,10,1,2,38,0,3,2,4,5370,-0.4537,4,8,5,0.061
EID_9595,1,3,0,1,7,2,2,50,1,2,3,3,9595,-0.4537,3,9,3,0.2199
EID_14814,0,3,0,1,10,1,2,29,1,3,2,4,14814,-0.4537,1,7,3,0.0746
EID_7612,0,3,1,3,2,1,2,42,1,1,2,4,7612,-0.4537,3,9,2,0.1777
EID_6148,1,4,0,2,10,3,3,44,1,1,2,4,6148,0.7075,2,6,3,0.1643
EID_3389,0,4,1,4,4,0,4,24,1,1,2,1,3389,-2.7762,1,7,4,0.1051
EID_22594,0,4,1,1,5,2,4,68,0,4,3,5,22594,0.7075,4,8,3,0.098
EID_16693,1,4,1,1,3,0,3,74,1,3,2,3,16693,-0.4537,2,8,3,0.049
